data,tamponi_totali_test_effettuati,tamponi_totali_casi_diagnosticati,tamponi_totali_casi_positivi,tamponi_odierni_test_effettuati,tamponi_odierni_casi_diagnosticati,tamponi_odierni_casi_positivi,malati_totali_persone,malati_totali_provincia_pesaro_urbino,malati_totali_provincia_ancona,malati_totali_provincia_macerata,malati_totali_provincia_fermo,malati_totali_provincia_ascoli_piceno,malati_totali_provincia_extra_regione,malati_dimessi_guariti,malati_attivi_persone,malati_attivi_isolamento_domiciliare,malati_attivi_ricoverati_totali,malati_attivi_ricoverati_terapia_intensiva_totali,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_terapia_intensiva_strutture_Senigallia,malati_attivi_ricoverati_terapia_intensiva_strutture_Fermo,malati_attivi_ricoverati_terapia_intensiva_strutture_Civitanova,malati_attivi_ricoverati_terapia_intensiva_strutture_Jesi,malati_attivi_ricoverati_terapia_intensiva_strutture_Urbino,malati_attivi_ricoverati_terapia_intensiva_strutture_Camerino,malati_attivi_ricoverati_terapia_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_terapia_intensiva_strutture_Macerata,malati_attivi_ricoverati_terapia_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_semi_intensiva_totali,malati_attivi_ricoverati_semi_intensiva_strutture_Civitanova,malati_attivi_ricoverati_semi_intensiva_strutture_Camerino,malati_attivi_ricoverati_semi_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_semi_intensiva_strutture_Jesi,malati_attivi_ricoverati_semi_intensiva_strutture_Macerata,malati_attivi_ricoverati_semi_intensiva_strutture_Urbino,malati_attivi_ricoverati_semi_intensiva_strutture_Senigallia,malati_attivi_ricoverati_semi_intensiva_strutture_Fermo,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_semi_intensiva_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_totali,malati_attivi_ricoverati_post_critica_strutture_Chiaravalle,malati_attivi_ricoverati_post_critica_strutture_Galantara,malati_attivi_ricoverati_post_critica_strutture_Fossombrone,malati_attivi_ricoverati_post_critica_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_strutture_RSA_Campofilone,malati_attivi_ricoverati_post_critica_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_post_critica_strutture_INRCA_Fermo,malati_attivi_ricoverati_post_critica_strutture_OspedaleDaCampo_Jesi,malati_attivi_ricoverati_non_intensiva_totali,malati_attivi_ricoverati_non_intensiva_strutture_Fermo,malati_attivi_ricoverati_non_intensiva_strutture_Jesi,malati_attivi_ricoverati_non_intensiva_strutture_Urbino,malati_attivi_ricoverati_non_intensiva_strutture_Macerata,malati_attivi_ricoverati_non_intensiva_strutture_Senigallia,malati_attivi_ricoverati_non_intensiva_strutture_Fabriano,malati_attivi_ricoverati_non_intensiva_strutture_Camerino,malati_attivi_ricoverati_non_intensiva_strutture_Civitanova,malati_attivi_ricoverati_non_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_non_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_non_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_non_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_non_intensiva_strutture_Villa_Pini,malati_quarantena_domiciliare_totali,malati_quarantena_domiciliare_attivi_totali,malati_quarantena_domiciliare_attivi_operatori_sanitari,malati_quarantena_domiciliare_attivi_sintomatici,malati_quarantena_domiciliare_attivi_asintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_sintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ancona_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ancona_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ancona_attivi_asintomatici,malati_quarantena_domiciliare_provincia_macerata_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_macerata_attivi_sintomatici,malati_quarantena_domiciliare_provincia_macerata_attivi_asintomatici,malati_quarantena_domiciliare_provincia_fermo_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_fermo_attivi_sintomatici,malati_quarantena_domiciliare_provincia_fermo_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_asintomatici,decessi_totali_decessi,decessi_totali_sesso_maschio,decessi_totali_sesso_femmina,decessi_totali_provincia_pesaro_urbino,decessi_totali_provincia_ancona,decessi_totali_provincia_macerata,decessi_totali_provincia_fermo,decessi_totali_provincia_ascoli_piceno,decessi_totali_provincia_extra_regione,decessi_odierni_decessi
2020-12-14,457424,267987,34972,1075,582,174,34972,7485,9821,7793,4035,4653,1185,20756,12802,12250,552,83,17,18,0,6,18,12,0,0,12,0,0,131,28,0,11,10,6,0,3,12,42,19,0,280,28,121,26,0,75,30,0,0,361,58,35,0,40,17,0,14,14,51,30,52,50,0,131944,13350,500,3336,10014,40142,3377,177,1408,1969,40341,3925,151,1143,2782,24977,2946,97,226,2720,12388,1222,25,229,993,14096,1880,50,330,1550,1428,826,602,617,325,247,111,115,13,14
2020-12-15,460780,269841,35200,3356,1854,228,35200,7592,9842,7824,4057,4690,1195,21882,11890,11345,545,78,16,18,0,5,15,12,0,0,12,0,0,134,28,0,13,10,5,0,5,12,44,17,0,273,30,111,26,0,73,33,0,0,345,59,33,0,41,13,0,14,14,46,28,47,50,0,132959,13053,494,3212,9841,40467,3450,184,1386,2064,40548,3682,145,1049,2633,25169,2814,88,213,2601,12556,1288,28,236,1052,14219,1819,49,328,1491,1437,831,606,622,327,247,112,116,13,9
2020-12-16,467740,273780,35680,6960,3939,480,35680,7708,9985,7941,4104,4728,1214,23112,11131,10608,523,75,16,18,0,5,14,10,0,0,12,0,0,133,28,0,11,10,5,0,3,12,44,20,0,263,30,103,26,0,73,31,0,0,325,55,31,0,38,13,0,14,14,46,25,45,44,0,133904,12644,481,3190,9454,40758,3463,176,1440,2023,40829,3496,151,987,2509,25303,2673,81,201,2472,12670,1253,27,233,1020,14344,1759,46,329,1430,1446,834,612,625,330,248,113,117,13,9
2020-12-17,472564,277059,36147,4824,3279,467,36147,7854,10094,8055,4164,4756,1224,23869,10832,10329,503,67,16,18,0,4,12,7,0,0,10,0,0,133,27,0,13,11,5,0,3,12,44,18,0,256,30,100,24,0,72,30,0,0,317,51,30,0,35,14,0,13,14,41,27,48,44,0,135040,12420,522,3272,9148,41058,3416,180,1477,1939,41174,3460,181,1017,2443,25433,2497,83,202,2295,12945,1362,31,249,1113,14430,1685,47,327,1358,1459,842,617,627,336,250,115,118,13,13
2020-12-18,477649,280435,36528,5085,3376,381,36528,7967,10162,8141,4229,4786,1243,24527,10542,10051,491,64,14,18,0,4,11,7,0,0,10,0,0,134,26,0,11,11,7,0,6,12,44,17,0,261,32,101,26,0,70,32,0,0,309,50,27,0,37,15,1,13,12,38,26,49,41,0,136090,12540,570,3350,9190,41407,3523,234,1547,1976,41418,3443,168,1006,2437,25592,2495,83,208,2287,13084,1397,35,253,1144,14589,1682,50,336,1346,1469,849,620,629,341,250,115,121,13,10
2020-12-19,482731,283895,36897,5082,3460,369,36897,8086,10244,8206,4283,4820,1258,25358,10070,9589,481,65,14,19,0,4,11,8,0,0,9,0,0,129,28,0,12,10,3,0,5,12,45,14,0,251,29,94,26,0,70,32,0,0,297,51,28,1,40,15,1,14,11,34,24,41,37,0,137085,12640,557,3436,9204,41735,3629,232,1595,2034,41598,3361,156,1022,2339,25762,2380,82,206,2174,13256,1505,37,273,1232,14734,1765,50,340,1425,1476,853,623,629,342,255,115,122,13,7
2020-12-20,487352,287039,37269,4621,3144,372,37269,8174,10343,8298,4326,4853,1275,26032,9761,9281,480,64,13,19,0,4,11,8,0,0,9,0,0,129,28,0,12,10,6,0,4,12,43,14,0,250,29,94,26,0,69,32,0,0,301,50,29,1,37,17,3,13,10,29,24,47,41,0,137686,12720,563,3422,9298,41924,3666,236,1593,2073,41800,3400,157,1036,2364,25887,2386,86,193,2193,13301,1502,36,264,1238,14774,1766,48,336,1430,1484,858,626,632,344,257,115,123,13,8
2020-12-21,488786,287928,37431,1434,889,162,37431,8245,10401,8310,4339,4860,1276,26350,9597,9111,486,63,13,18,0,4,11,8,0,0,9,0,0,135,28,0,14,10,7,0,4,12,44,16,0,240,25,89,26,0,68,32,0,0,299,50,32,3,41,19,2,12,11,26,24,42,37,0,138097,12668,555,3426,9242,42092,3658,230,1579,2079,41958,3439,158,1055,2384,25913,2341,84,191,2150,13340,1489,35,265,1224,14794,1741,48,336,1405,1491,862,629,635,346,257,115,124,14,7
2020-12-22,492948,290686,37794,4162,2758,363,37794,8389,10455,8406,4351,4898,1295,26806,9497,9015,482,61,10,18,0,4,12,8,0,0,9,0,0,132,28,0,13,10,4,0,4,12,45,16,0,236,21,84,26,0,73,32,0,0,300,50,35,4,37,20,1,13,11,27,24,43,35,0,139334,11508,548,1957,9551,42431,2272,226,153,2119,42212,3405,151,1017,2388,26247,2554,87,200,2354,13550,1608,38,267,1341,14894,1669,46,320,1349,1495,866,629,636,346,258,115,126,14,4
2020-12-23,499038,294678,38292,6090,3992,498,38292,8538,10596,8501,4418,4925,1314,27238,9559,9087,472,61,10,17,0,5,12,7,0,0,10,0,0,132,28,0,12,10,4,0,4,12,45,17,0,233,21,84,25,0,71,32,0,0,289,45,37,3,38,19,0,14,10,26,22,41,34,0,140579,13019,531,3307,9712,42826,3790,229,1566,2224,42546,3361,136,959,2402,26577,2727,87,206,2521,13642,1537,35,255,1282,14988,1604,44,321,1283,1504,872,632,640,349,260,115,126,14,9
2020-12-24,504651,298324,38707,5613,3646,415,38707,8667,10737,8555,4447,4970,1331,27788,9415,8942,473,64,13,16,0,4,13,7,0,0,11,0,0,129,28,0,10,10,3,0,5,12,45,16,0,228,20,79,26,0,71,32,0,0,288,41,37,2,39,18,0,15,11,26,20,43,36,0,141800,13309,517,3307,10002,43116,3800,210,1546,2254,42998,3570,142,1008,2562,26776,2766,82,197,2569,13795,1577,37,253,1324,15115,1596,46,303,1293,1516,878,638,644,352,262,116,128,14,12
2020-12-25,511362,303386,39310,6711,5062,603,39310,8825,10930,8658,4542,4996,1359,28227,9567,9109,458,60,12,16,0,3,12,7,0,0,10,0,0,129,28,0,11,11,4,0,2,12,45,16,0,234,20,83,26,0,71,34,0,0,281,40,37,4,37,21,0,14,12,19,19,47,31,0,142946,13384,534,3362,10022,43368,3769,201,1517,2252,43489,3836,165,1105,2731,27030,2788,85,195,2593,13886,1405,38,259,1146,15173,1586,45,286,1300,1522,882,640,646,353,262,117,130,14,6
2020-12-26,513159,304656,39516,1797,1270,206,39516,8916,11013,8682,4545,5001,1359,28359,9635,9159,476,64,13,18,0,3,13,7,0,0,10,0,0,131,27,0,12,11,5,0,1,12,45,18,0,231,20,83,26,0,67,35,0,0,314,47,41,4,38,22,4,13,11,21,19,57,37,0,143390,13322,533,3351,9971,43501,3667,195,1479,2188,43768,4012,173,1141,2871,27050,2750,85,195,2555,13889,1341,37,254,1087,15182,1552,43,282,1270,1527,883,644,649,354,262,118,130,14,5
2020-12-27,514332,305197,39697,1173,541,181,39697,8965,11073,8741,4550,5007,1361,28499,9671,9178,493,65,15,19,0,3,12,6,0,0,10,0,0,131,28,0,13,11,4,0,1,12,45,17,0,238,20,89,26,0,68,35,0,0,322,48,43,3,38,26,1,13,11,23,18,56,42,0,144044,13426,555,3213,10213,43717,3614,200,1403,2211,44172,4241,191,1115,3126,27077,2722,85,175,2547,13893,1310,36,243,1067,15185,1539,43,277,1262,1535,888,647,653,357,262,118,131,14,8
2020-12-28,515371,305671,39828,1039,474,131,39828,9022,11099,8770,4553,5018,1366,28556,9737,9223,514,60,14,17,0,2,12,5,0,0,10,0,0,137,28,0,14,13,4,0,3,12,45,18,0,237,20,90,26,0,67,34,0,0,348,53,46,3,39,25,0,16,13,26,19,58,50,0,144483,13637,583,3613,10024,43882,3806,224,1598,2208,44172,4241,191,1115,3126,27111,2621,82,190,2431,13899,1283,36,252,1031,15192,1465,44,280,1185,1546,895,651,658,359,263,121,131,14,11
2020-12-29,519600,308324,40336,4229,2653,508,40336,9216,11222,8808,4636,5054,1400,28661,10129,9603,526,61,14,16,0,3,11,7,0,0,10,0,0,138,28,0,15,12,5,0,3,12,45,18,0,239,22,90,26,0,67,34,0,0,364,54,45,4,41,22,1,18,17,28,23,60,51,0,145633,13758,601,3647,10111,44217,3904,236,1623,2281,44641,4479,189,1307,3172,27358,2641,93,181,2460,14072,1313,39,251,1062,15345,1421,44,285,1136,1557,901,656,661,363,265,122,132,14,11
2020-12-30,526915,311670,40921,7315,3346,585,40921,9341,11429,8933,4715,5079,1424,28792,10572,10042,530,62,14,16,0,4,11,7,0,0,10,0,0,144,28,0,17,11,7,0,7,10,45,19,0,251,22,104,26,0,65,34,0,0,351,62,41,3,41,16,0,18,15,28,22,49,56,0,146766,13633,600,3737,9896,44487,3852,222,1655,2197,45011,4377,207,1358,3019,27588,2663,91,171,2492,14203,1342,37,250,1092,15477,1399,43,303,1096,1571,908,663,667,370,265,123,132,14,14
2020-12-31,532497,315319,41624,5582,3649,703,41624,9448,11648,9067,4859,5145,1457,28875,11178,10646,532,62,14,17,0,4,11,6,0,0,10,0,0,140,28,0,15,10,6,0,7,10,45,19,0,241,23,90,26,0,67,35,0,0,357,59,42,5,42,17,0,17,14,29,25,52,55,0,148283,13482,577,3624,9858,44851,3529,196,1507,2022,45555,4598,216,1424,3174,27860,2658,89,172,2486,14397,1425,37,237,1188,15620,1272,39,284,988,1581,912,669,671,374,266,123,133,14,10
2021-01-01,537533,318488,42317,5036,3169,693,42317,9627,11877,9183,4934,5217,1479,28997,11739,11199,540,61,17,15,0,4,11,6,0,0,8,0,0,140,28,0,14,11,6,0,5,12,45,19,0,241,23,89,26,0,67,36,0,0,362,59,43,4,42,25,0,17,17,29,28,44,54,0,170642,13720,594,3758,9962,45155,3753,204,1597,2156,67078,4773,216,1506,3267,28145,2488,95,150,2338,14516,1427,39,225,1202,15748,1279,40,280,999,1594,916,678,678,375,269,125,133,14,13
2021-01-02,539624,319908,42602,2091,1420,285,42602,9715,12002,9231,4937,5226,1491,29221,11787,11243,544,65,19,15,0,4,12,7,0,0,8,0,0,140,28,0,13,12,8,0,2,12,45,20,0,236,23,87,24,0,67,35,0,0,377,63,45,4,42,24,2,15,14,27,32,53,56,0,150162,13543,593,3824,9719,45302,3568,201,1542,2026,46399,4934,223,1639,3295,28189,2417,94,148,2269,14519,1352,37,216,1136,15753,1272,38,279,993,1607,923,684,682,377,272,127,135,14,13
2021-01-03,542199,321308,42974,2575,1400,372,42974,9882,12079,9280,4980,5255,1498,29301,12066,11520,546,67,19,15,0,4,12,9,0,0,8,0,0,141,28,0,13,12,8,0,3,12,45,20,0,232,23,84,24,0,66,35,0,0,383,63,46,4,42,27,0,16,11,25,29,62,58,0,150663,13652,608,3988,9664,45516,3688,205,1640,2048,46588,5021,232,1706,3315,28238,2419,102,156,2263,14537,1319,34,209,1110,15784,1205,35,277,928,1615,926,689,687,379,273,127,135,14,8
2021-01-04,545237,323629,43329,3038,2321,355,43329,9958,12212,9371,5005,5264,1519,29397,12317,11765,552,65,20,13,0,4,11,10,0,0,7,0,0,145,28,0,13,12,8,0,8,12,45,19,0,230,23,81,25,0,66,35,0,0,394,61,45,7,49,19,1,16,11,30,31,62,62,0,151244,13365,597,4035,9330,45702,3643,198,1630,2013,46821,4930,233,1773,3157,28353,2344,98,151,2193,14563,1289,34,208,1081,15805,1159,34,273,886,1634,934,700,692,386,277,128,137,14,19
2021-01-05,550075,326877,43787,4838,3248,458,43787,10085,12318,9463,5057,5328,1536,29447,12706,12146,560,65,20,14,0,3,11,10,0,0,7,0,0,157,28,0,11,12,8,0,10,12,57,19,0,229,25,79,26,0,64,35,0,0,381,62,51,3,47,21,5,16,12,31,31,38,64,0,151986,13047,600,4104,8943,45866,3550,198,1648,1902,47105,4818,239,1833,2985,28527,2335,99,162,2173,14635,1234,34,199,1035,15853,1110,30,262,848,1647,942,705,699,388,278,129,139,14,13
2021-01-06,556983,331242,44530,6908,4365,743,44530,10305,12487,9599,5205,5357,1577,29585,13298,12719,579,67,21,16,0,3,11,10,0,0,6,0,0,159,28,0,12,12,8,0,10,12,57,20,0,226,25,76,26,0,64,35,0,0,400,60,53,10,45,21,5,17,16,35,31,41,66,0,153308,13192,602,4154,9038,46160,3572,192,1679,1893,47523,4741,235,1869,2872,28800,2417,101,159,2258,14847,1343,40,181,1162,15978,1119,34,266,853,1661,948,713,707,389,281,131,139,14,14
2021-01-07,559992,333430,44876,3009,2188,346,44876,10329,12652,9680,5224,5383,1608,29633,13582,12992,590,69,24,15,0,3,11,10,0,0,6,0,0,162,28,0,12,12,8,0,13,12,57,20,0,220,25,71,26,0,63,35,0,0,404,67,54,10,42,17,5,17,16,35,31,42,68,0,153951,13297,608,4264,9033,46430,3665,191,1748,1917,47790,4774,244,1902,2872,28834,2404,100,160,2244,14862,1312,40,179,1133,16035,1142,33,275,867,1676,956,720,716,391,281,132,142,14,15
2021-01-08,565788,337261,45440,5796,3831,564,45440,10441,12755,9847,5301,5443,1653,29752,14012,13412,600,68,24,15,0,3,11,9,0,0,6,0,0,161,28,0,12,12,8,0,13,12,56,20,0,220,25,71,26,0,64,34,0,0,406,67,60,5,44,18,1,16,17,35,31,45,67,0,154899,13626,645,4306,9320,46641,3684,210,1733,1951,48004,4841,254,1929,2912,29108,2571,101,171,2400,14990,1357,42,182,1175,16156,1173,38,291,882,1685,960,725,717,394,282,135,142,15,9
2021-01-09,571099,341285,46128,5311,4024,688,46128,10645,12967,9960,5404,5462,1690,29837,14606,14006,600,71,25,16,0,3,12,9,0,0,6,0,0,160,28,0,12,12,8,0,15,10,56,19,0,223,28,70,26,0,65,34,0,0,414,69,63,8,45,16,3,15,17,33,31,45,69,0,155974,13734,638,4303,9431,46851,3466,200,1637,1829,48358,4894,251,2004,2890,29361,2710,104,169,2541,15155,1472,43,175,1297,16249,1192,40,318,874,1698,969,729,725,398,282,136,142,15,13
2021-01-10,576643,345005,46815,5544,3720,687,46815,10825,13162,10136,5479,5500,1713,29871,15246,14632,614,73,25,17,0,4,12,7,0,0,8,0,0,160,28,0,13,12,2,0,16,12,56,21,0,228,28,70,26,0,69,35,0,0,434,73,72,8,52,18,6,16,17,34,30,43,65,0,156783,15267,676,4793,10474,47129,3912,203,1818,2094,48620,4425,271,2250,2175,29545,2343,117,185,2158,15180,2231,43,192,2039,16309,2356,42,348,2008,1711,972,739,732,398,285,139,142,15,13
2021-01-11,578570,346156,47148,1927,1151,333,47148,10967,13236,10160,5552,5520,1713,30868,14569,13940,629,81,29,18,0,5,12,9,0,0,8,0,0,164,28,0,14,12,2,0,19,12,56,21,0,222,23,70,26,0,68,35,0,0,439,69,78,8,54,14,7,17,19,34,33,43,63,0,157533,14264,651,4510,9754,47337,3701,187,1718,1983,48882,5044,265,2115,2929,29628,2783,116,172,2611,15329,1529,41,181,1348,16357,1207,42,324,883,1723,981,742,737,401,287,140,143,15,12
2021-01-12,584185,349670,47647,5615,3514,499,47647,11141,13355,10229,5589,5589,1744,31734,14190,13523,667,79,28,15,0,5,12,11,0,0,8,0,0,159,28,0,14,12,2,0,18,12,56,17,0,222,23,70,26,0,68,35,0,0,487,106,76,5,54,16,9,17,24,36,35,48,61,0,158506,14043,644,4412,9631,47523,3536,179,1656,1880,49167,4963,262,2071,2892,29898,2833,119,174,2659,15463,1485,44,177,1308,16455,1226,40,334,892,1735,985,750,742,405,290,140,143,15,12
2021-01-13,591216,354258,48127,7031,4588,480,48127,11222,13571,10350,5616,5606,1762,33234,13158,12491,667,73,25,13,0,5,12,10,0,0,8,0,0,162,28,0,18,12,1,0,17,12,55,19,0,222,22,72,26,0,68,34,0,0,477,88,77,2,52,14,8,18,25,44,34,53,62,0,159700,14374,660,4498,9876,47846,3658,186,1723,1935,49534,5007,265,2046,2961,30184,2954,121,179,2775,15577,1517,47,206,1311,16559,1238,41,344,894,1753,995,758,752,411,291,140,144,15,18
2021-01-14,597883,358740,48633,6667,4482,506,48633,11373,13752,10406,5682,5638,1782,34687,12193,11534,659,76,25,14,0,6,12,11,0,0,8,0,0,157,28,0,15,12,1,0,17,12,54,18,0,226,25,72,24,0,71,34,0,0,464,85,76,3,49,13,5,17,20,45,33,56,62,0,160922,14792,698,4648,10144,48205,3836,203,1809,2027,49885,5049,271,2067,2982,30447,3051,129,189,2862,15701,1542,53,214,1328,16684,1314,42,369,945,1763,999,764,758,413,292,140,144,16,10
2021-01-15,604122,362659,49204,6239,3919,571,49204,11484,13927,10538,5774,5676,1805,35810,11631,10962,669,82,30,16,0,5,12,12,0,0,7,0,0,155,28,0,15,12,0,0,16,12,55,17,0,228,27,72,26,0,69,34,0,0,466,83,76,0,50,13,6,19,24,49,35,47,64,0,162132,15313,712,4681,10632,48458,3885,213,1819,2066,50272,5133,265,2061,3072,30704,3223,134,209,3014,15909,1718,58,221,1497,16789,1354,42,371,983,1772,1005,767,762,414,295,141,144,16,9
2021-01-16,609804,366327,49671,5682,3668,467,49671,11616,14064,10625,5832,5713,1821,36805,11094,10418,676,85,30,18,0,5,12,12,0,0,8,0,0,163,28,0,15,11,5,0,17,12,55,20,0,239,32,75,26,0,70,36,0,0,465,86,76,1,46,11,5,18,24,45,37,52,64,0,163127,15482,712,4707,10775,48683,3817,205,1824,1993,50634,5221,267,2043,3178,30882,3262,136,221,3041,16048,1778,65,228,1550,16880,1404,39,391,1013,1783,1011,772,765,417,298,143,144,16,11
2021-01-17,616150,370474,50111,6346,4147,440,50111,11740,14181,10718,5875,5765,1832,37786,10542,9869,673,83,28,18,0,5,12,12,0,0,8,0,0,159,28,0,14,12,1,0,17,12,56,19,0,236,32,75,26,0,67,36,0,0,471,85,71,2,53,12,4,18,22,47,35,52,70,0,163890,15525,715,4681,10844,48933,3855,210,1817,2038,50815,5118,260,2018,3100,31084,3359,138,231,3128,16133,1780,64,217,1563,16925,1413,43,398,1015,1794,1017,777,766,421,300,145,146,16,11
2021-01-18,618490,371928,50268,2340,1454,157,50268,11753,14243,10743,5892,5802,1835,38223,10251,9575,676,85,29,18,0,5,12,13,0,0,8,0,0,161,28,0,15,11,1,0,18,12,56,20,0,237,33,75,26,0,67,36,0,0,463,85,75,1,50,13,3,17,21,48,34,48,68,0,164376,15354,714,4629,10725,49082,3805,210,1816,1989,50961,5043,258,1970,3073,31159,3324,137,231,3093,16175,1738,62,218,1520,16999,1444,47,394,1050,1810,1022,788,768,424,305,150,147,16,16
2021-01-19,622992,374409,50627,4502,2481,359,50627,11860,14358,10800,5930,5824,1855,39277,9540,8868,672,85,26,18,0,6,14,13,0,0,8,0,0,162,28,0,17,11,2,0,17,12,55,20,0,239,34,76,26,0,67,36,0,0,456,78,74,2,49,14,6,19,19,47,35,43,70,0,165553,15745,729,4633,11112,49392,3856,205,1826,2030,51267,5182,266,1957,3225,31506,3502,143,241,3261,16298,1754,69,239,1515,17090,1451,46,370,1081,1825,1032,793,775,428,309,150,147,16,15
2021-01-20,630114,379285,51044,7122,4876,417,51044,11936,14493,10886,5995,5862,1872,40604,8615,7958,657,84,25,19,0,6,13,13,0,0,8,0,0,157,28,0,17,12,2,0,17,12,49,20,0,238,34,74,26,0,68,36,0,0,440,76,75,0,52,14,4,18,21,45,35,40,60,0,166760,16007,749,4679,11328,49720,3953,207,1905,2048,51611,5171,272,1899,3272,31796,3694,150,247,3447,16408,1725,76,260,1465,17225,1464,44,368,1096,1841,1040,801,780,433,311,152,148,17,16
2021-01-21,637112,383793,51544,6998,4508,500,51544,12050,14643,10971,6070,5927,1883,41629,8074,7436,638,83,25,18,0,6,13,12,0,0,9,0,0,158,28,0,15,12,4,0,16,12,50,21,0,238,33,74,26,0,69,36,0,0,428,75,76,0,52,11,5,18,20,41,34,37,59,0,167842,15861,744,4634,11227,49955,3948,213,1912,2036,51993,5159,267,1831,3328,32030,3560,138,245,3315,16519,1684,77,275,1409,17345,1510,49,371,1139,1852,1047,805,784,434,314,154,149,17,11
2021-01-22,643810,388208,51981,6698,4415,437,51981,12141,14774,11084,6123,5959,1900,41858,8271,7637,634,79,24,18,0,6,11,12,0,0,8,0,0,157,28,0,16,12,5,0,12,12,51,21,0,232,29,74,26,0,67,36,0,0,428,77,74,0,51,16,3,18,21,39,34,39,56,0,169186,15931,751,4680,11251,50244,3975,208,1913,2062,52378,5073,272,1815,3258,32280,3573,132,263,3310,16719,1733,92,309,1424,17565,1577,47,380,1197,1864,1055,809,785,437,318,158,149,17,12
2021-01-23,650369,392606,52378,6559,4398,397,52378,12250,14921,11167,6134,5990,1916,42103,8411,7785,626,77,24,17,0,6,10,12,0,0,8,0,0,151,28,0,14,12,4,0,8,12,53,20,0,232,30,74,26,0,66,36,0,0,418,76,72,0,52,21,3,17,16,42,34,31,54,0,170146,15727,742,4594,11133,50399,3797,198,1838,1959,52721,5069,273,1824,3245,32459,3491,126,265,3226,16787,1694,96,305,1389,17780,1676,49,362,1314,1874,1058,816,786,442,321,159,149,17,10
2021-01-24,656105,395675,52903,5736,3069,525,52903,12369,15112,11239,6219,6027,1937,42204,8825,8205,620,74,24,16,0,5,10,11,0,0,8,0,0,155,28,0,15,14,8,0,4,12,52,22,0,234,30,74,26,0,67,37,0,0,415,73,72,0,50,25,3,16,15,41,33,31,56,0,171075,15773,720,4556,11217,50647,3794,191,1804,1990,53056,5103,267,1785,3318,32579,3457,121,272,3185,16913,1694,93,311,1383,17880,1725,48,384,1341,1883,1061,822,787,447,322,161,149,17,9
2021-01-25,659081,397537,53103,2976,1862,200,53103,12397,15202,11288,6245,6034,1937,42556,8664,8042,622,73,23,16,0,5,11,10,0,0,8,0,0,149,28,0,14,12,3,0,5,12,53,22,0,235,30,74,26,0,67,38,0,0,430,75,73,0,53,23,6,15,14,43,35,31,62,0,171520,15315,722,4536,10779,50742,3595,186,1780,1815,53314,5104,278,1798,3306,32638,3331,119,282,3049,16935,1584,91,298,1286,17891,1701,48,378,1323,1894,1069,825,791,452,322,163,149,17,11
2021-01-26,663699,400077,53394,4618,2540,291,53394,12482,15278,11306,6283,6091,1954,42752,8748,8130,618,73,21,17,0,5,11,11,0,0,8,0,0,144,28,0,14,11,8,0,4,12,48,19,0,234,29,75,26,0,67,37,0,0,426,66,74,1,48,25,4,17,19,45,35,32,60,0,172653,15244,725,4443,10801,51039,3495,177,1687,1808,53721,5254,293,1804,3450,32898,3371,121,281,3090,17023,1530,87,322,1208,17972,1594,47,349,1245,1909,1076,833,795,457,324,165,151,17,15
