data,tamponi_totali_test_effettuati,tamponi_totali_casi_diagnosticati,tamponi_totali_casi_positivi,tamponi_odierni_test_effettuati,tamponi_odierni_casi_diagnosticati,tamponi_odierni_casi_positivi,malati_totali_persone,malati_totali_provincia_pesaro_urbino,malati_totali_provincia_ancona,malati_totali_provincia_macerata,malati_totali_provincia_fermo,malati_totali_provincia_ascoli_piceno,malati_totali_provincia_extra_regione,malati_dimessi_guariti,malati_attivi_persone,malati_attivi_isolamento_domiciliare,malati_attivi_ricoverati_totali,malati_attivi_ricoverati_terapia_intensiva_totali,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_terapia_intensiva_strutture_Senigallia,malati_attivi_ricoverati_terapia_intensiva_strutture_Fermo,malati_attivi_ricoverati_terapia_intensiva_strutture_Civitanova,malati_attivi_ricoverati_terapia_intensiva_strutture_Jesi,malati_attivi_ricoverati_terapia_intensiva_strutture_Urbino,malati_attivi_ricoverati_terapia_intensiva_strutture_Camerino,malati_attivi_ricoverati_terapia_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_terapia_intensiva_strutture_Macerata,malati_attivi_ricoverati_terapia_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_semi_intensiva_totali,malati_attivi_ricoverati_semi_intensiva_strutture_Civitanova,malati_attivi_ricoverati_semi_intensiva_strutture_Camerino,malati_attivi_ricoverati_semi_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_semi_intensiva_strutture_Jesi,malati_attivi_ricoverati_semi_intensiva_strutture_Macerata,malati_attivi_ricoverati_semi_intensiva_strutture_Urbino,malati_attivi_ricoverati_semi_intensiva_strutture_Senigallia,malati_attivi_ricoverati_semi_intensiva_strutture_Fermo,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_semi_intensiva_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_totali,malati_attivi_ricoverati_post_critica_strutture_Chiaravalle,malati_attivi_ricoverati_post_critica_strutture_Galantara,malati_attivi_ricoverati_post_critica_strutture_Fossombrone,malati_attivi_ricoverati_post_critica_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_strutture_RSA_Campofilone,malati_attivi_ricoverati_post_critica_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_post_critica_strutture_INRCA_Fermo,malati_attivi_ricoverati_post_critica_strutture_OspedaleDaCampo_Jesi,malati_attivi_ricoverati_non_intensiva_totali,malati_attivi_ricoverati_non_intensiva_strutture_Fermo,malati_attivi_ricoverati_non_intensiva_strutture_Jesi,malati_attivi_ricoverati_non_intensiva_strutture_Urbino,malati_attivi_ricoverati_non_intensiva_strutture_Macerata,malati_attivi_ricoverati_non_intensiva_strutture_Senigallia,malati_attivi_ricoverati_non_intensiva_strutture_Fabriano,malati_attivi_ricoverati_non_intensiva_strutture_Camerino,malati_attivi_ricoverati_non_intensiva_strutture_Civitanova,malati_attivi_ricoverati_non_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_non_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_non_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_non_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_non_intensiva_strutture_Villa_Pini,malati_quarantena_domiciliare_totali,malati_quarantena_domiciliare_attivi_totali,malati_quarantena_domiciliare_attivi_operatori_sanitari,malati_quarantena_domiciliare_attivi_sintomatici,malati_quarantena_domiciliare_attivi_asintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_sintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ancona_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ancona_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ancona_attivi_asintomatici,malati_quarantena_domiciliare_provincia_macerata_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_macerata_attivi_sintomatici,malati_quarantena_domiciliare_provincia_macerata_attivi_asintomatici,malati_quarantena_domiciliare_provincia_fermo_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_fermo_attivi_sintomatici,malati_quarantena_domiciliare_provincia_fermo_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_asintomatici,decessi_totali_decessi,decessi_totali_sesso_maschio,decessi_totali_sesso_femmina,decessi_totali_provincia_pesaro_urbino,decessi_totali_provincia_ancona,decessi_totali_provincia_macerata,decessi_totali_provincia_fermo,decessi_totali_provincia_ascoli_piceno,decessi_totali_provincia_extra_regione,decessi_odierni_decessi
2020-09-14,224672,132543,7561,553,220,11,7561,3050,1988,1256,550,436,281,6044,528,511,17,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,15,5,0,0,0,0,0,0,0,0,0,4,6,0,46642,1986,47,295,1691,21950,670,13,181,489,13187,566,14,26,540,5470,276,9,24,252,3180,143,8,12,131,2855,331,3,52,279,989,589,400,523,214,165,66,13,8,0
2020-09-15,225931,133279,7575,1259,736,14,7575,3051,1996,1256,551,440,281,6050,536,517,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,17,5,0,0,0,0,0,0,0,0,0,4,8,0,46889,1989,46,221,1768,22029,582,13,102,480,13256,603,13,31,572,5486,276,10,24,252,3188,142,7,12,130,2930,386,4,52,334,989,589,400,523,214,165,66,13,8,0
2020-09-16,227277,134034,7613,1346,755,38,7613,3057,2003,1263,554,452,284,6063,561,544,17,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,15,2,0,0,0,0,0,0,0,0,0,4,9,0,47333,2251,46,251,2000,22229,680,9,124,556,13333,642,14,29,613,5505,283,10,25,258,3211,153,7,12,141,3055,493,6,61,432,989,589,400,523,214,165,66,13,8,0
2020-09-17,228972,135016,7650,1695,982,37,7650,3070,2014,1266,557,458,285,6079,582,560,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,20,5,0,0,0,0,0,0,0,0,0,4,11,0,47551,2315,45,258,2057,22307,722,9,127,595,13400,657,14,32,625,5531,278,8,25,253,3213,145,8,12,133,3100,513,6,62,451,989,589,400,523,214,165,66,13,8,0
2020-09-18,230491,135887,7679,1519,871,29,7679,3078,2021,1266,558,468,288,6084,606,583,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,22,5,0,0,0,0,0,0,0,0,0,5,12,0,47741,2194,48,227,1967,22398,666,11,96,570,13454,630,14,31,599,5548,285,8,25,260,3220,145,8,12,133,3121,468,7,63,405,989,589,400,523,214,165,66,13,8,0
2020-09-19,231948,136589,7703,1458,702,24,7703,3081,2022,1270,560,480,290,6093,621,596,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,23,5,0,0,0,0,0,0,0,0,0,5,13,0,48014,2264,63,219,2045,22526,693,23,86,607,13521,677,18,34,643,5577,296,9,25,271,3229,140,7,12,128,3161,458,6,62,396,989,589,400,523,214,165,66,13,8,0
2020-09-20,233406,137510,7734,1458,921,31,7734,3085,2037,1272,560,490,290,6103,642,618,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,22,4,0,0,0,0,0,0,0,0,0,5,13,0,48092,2061,63,213,1848,22552,659,21,83,576,13540,612,20,34,578,5585,283,11,25,258,3238,145,6,12,133,3177,362,5,59,303,989,589,400,523,214,165,66,13,8,0
2020-09-21,233956,137930,7751,550,420,17,7751,3085,2039,1275,563,496,293,6112,650,624,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,24,5,0,0,0,0,0,0,0,0,0,5,14,0,48252,1966,56,212,1754,22598,610,16,81,529,13567,575,18,35,540,5592,267,10,25,242,3241,138,6,12,126,3254,376,6,59,317,989,589,400,523,214,165,66,13,8,0
2020-09-22,235017,138616,7769,1061,686,18,7769,3091,2047,1275,563,498,295,6120,660,633,27,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,24,5,0,0,0,0,0,0,0,0,0,5,14,0,48694,2324,54,220,2104,22774,767,11,80,687,13706,667,18,34,633,5646,313,10,25,288,3263,150,6,14,136,3305,427,9,67,360,989,589,400,523,214,165,66,13,8,0
2020-09-23,236514,139445,7801,1497,829,32,7801,3103,2050,1277,564,510,297,6125,687,659,28,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,24,5,0,0,0,0,0,0,0,0,0,4,15,0,48942,2442,61,229,2213,22854,803,13,82,721,13735,652,17,34,618,5669,326,11,25,301,3285,163,5,14,149,3399,498,10,74,424,989,589,400,523,214,165,66,13,8,0
2020-09-24,238026,140335,7818,1512,890,17,7818,3108,2053,1280,564,514,299,6129,700,672,28,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,25,6,0,0,0,0,0,0,0,0,0,4,15,0,49191,2476,70,240,2236,22971,829,24,86,743,13805,683,20,33,650,5689,329,11,24,305,3290,160,5,13,147,3436,475,10,84,391,990,589,401,523,214,165,66,14,8,1
2020-09-25,239573,141222,7851,1547,887,33,7851,3115,2060,1289,565,522,300,6140,721,697,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,22,6,0,0,0,0,0,0,0,0,0,4,12,0,49410,2453,67,259,2194,23054,787,20,89,698,13846,686,19,32,654,5703,319,11,25,294,3298,158,5,14,144,3509,503,12,99,404,990,589,401,523,214,165,66,14,8,0
2020-09-26,241151,142155,7877,1578,933,26,7877,3118,2065,1291,565,538,300,6146,741,716,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,23,9,0,0,0,0,0,0,0,0,0,4,10,0,49608,2472,83,257,2215,23187,856,26,85,771,13869,652,28,32,620,5709,303,11,25,278,3299,146,5,14,132,3544,515,13,101,414,990,589,401,523,214,165,66,14,8,0
2020-09-27,242750,143076,7901,1599,921,24,7901,3119,2068,1293,566,553,302,6151,760,738,22,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,18,8,0,0,0,0,0,0,0,0,0,2,8,0,46489,2421,73,266,2155,23221,844,18,90,754,13883,622,27,32,590,5728,302,11,26,276,3300,137,5,15,122,3544,516,12,103,413,990,589,401,523,214,165,66,14,8,0
2020-09-28,243132,143293,7906,382,217,5,7906,3119,2069,1296,566,554,302,6154,762,733,29,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,23,10,0,0,0,0,0,0,0,0,0,2,11,0,49830,2294,72,270,2024,23282,805,17,90,715,13906,569,27,31,538,5736,286,11,28,258,3311,136,5,16,120,3595,498,12,105,393,990,589,401,523,214,165,66,14,8,0
2020-09-29,244672,144152,7932,1540,859,26,7932,3119,2076,1302,566,567,302,6161,781,752,29,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,25,11,0,0,0,0,0,0,0,0,0,3,11,0,50108,2374,66,284,2090,23438,860,13,98,762,13912,567,27,32,535,5756,287,10,28,259,3355,146,5,23,123,3647,514,12,103,411,990,589,401,523,214,165,66,14,8,0
2020-09-30,246287,144940,7955,1615,788,23,7955,3124,2079,1305,566,577,304,6170,795,765,30,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,26,10,0,0,0,0,0,0,0,0,0,4,12,0,50432,2419,69,287,2132,23576,819,15,100,719,13956,590,27,29,561,5827,327,10,29,298,3382,170,5,25,145,3691,513,12,104,409,990,589,401,523,214,165,66,14,8,0
2020-10-01,248424,145986,7983,2137,1046,28,7983,3130,2085,1309,571,583,305,6180,813,783,30,6,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,24,9,0,0,0,0,0,0,0,0,0,4,11,0,50709,2407,67,292,2115,23690,750,15,97,653,13998,569,23,29,540,5848,333,12,29,304,3447,228,6,31,197,3726,527,11,106,421,990,589,401,523,214,165,66,14,8,0
2020-10-02,250543,147169,8025,2119,1183,42,8025,3133,2087,1321,576,601,307,6191,844,815,29,4,1,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,23,10,0,0,0,0,0,0,0,0,0,4,9,0,51131,2508,71,296,2212,23884,733,21,89,644,14039,561,23,28,533,5899,372,12,30,342,3524,296,3,35,261,3785,546,12,114,432,991,589,402,523,214,165,66,15,8,1
2020-10-03,252602,148490,8084,2059,1321,59,8084,3138,2095,1323,586,629,313,6197,896,867,29,6,1,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,22,9,0,0,0,0,0,0,0,0,0,4,9,0,51378,2465,70,306,2159,23944,714,22,92,622,14105,536,22,33,503,5943,387,10,31,356,3544,298,2,33,265,3842,530,14,117,413,992,589,403,523,214,165,66,16,8,1
2020-10-04,254464,149612,8143,1862,1122,59,8143,3146,2095,1342,600,647,313,6210,941,911,30,6,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,24,10,0,0,0,0,0,0,0,0,0,4,10,0,51631,2549,73,321,2228,23974,674,21,93,581,14197,587,24,35,552,6021,455,10,35,420,3576,321,3,39,282,3863,512,15,119,393,992,589,403,523,214,165,66,16,8,0
2020-10-05,255176,150061,8165,716,449,22,8165,3147,2099,1345,607,653,314,6219,954,920,34,6,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,28,13,0,0,0,0,0,0,0,0,0,4,11,0,52032,2767,76,324,2443,24091,677,22,84,593,14290,659,24,37,622,6082,490,9,35,455,3648,390,6,40,350,3921,551,15,128,423,992,589,403,523,214,165,66,16,8,0
2020-10-06,256738,150966,8200,1562,905,35,8200,3149,2107,1355,611,660,318,6226,982,947,35,6,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,29,14,0,0,0,0,0,0,0,0,0,4,11,0,52607,3159,98,346,2813,24333,845,31,98,747,14360,693,23,39,654,6129,516,12,37,479,3733,472,11,41,431,4052,633,18,131,502,992,589,403,523,214,165,66,16,8,0
2020-10-07,259255,152490,8284,2517,1524,84,8284,3161,2114,1367,618,706,318,6240,1052,1016,36,5,1,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,30,14,0,0,0,0,0,0,0,0,0,5,11,0,53119,3456,90,360,3096,24478,892,20,99,793,14434,728,25,41,687,6223,600,13,47,553,3823,536,13,40,496,4161,700,19,133,567,992,589,403,523,214,165,66,16,8,0
2020-10-08,261317,153648,8350,2062,1158,66,8350,3164,2120,1378,642,726,320,6251,1107,1068,39,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,34,18,0,0,0,0,0,0,0,0,0,4,12,0,53464,3565,79,373,3192,24561,882,17,93,789,14513,781,18,47,734,6307,633,12,56,577,3866,573,13,40,533,4217,696,19,137,559,992,589,403,523,214,165,66,16,8,0
2020-10-09,263612,154836,8399,2295,1188,49,8399,3170,2122,1390,654,743,320,6262,1145,1105,40,3,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,36,20,0,0,0,0,0,0,0,0,0,5,11,0,54173,3825,98,415,3410,24785,851,26,116,735,14617,854,23,51,803,6470,765,14,70,695,3959,643,13,42,601,4342,712,22,136,576,992,589,403,523,214,165,66,16,8,0
2020-10-10,266010,156147,8485,2398,1311,86,8485,3182,2153,1403,668,759,320,6290,1203,1158,45,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,41,21,0,0,0,0,0,0,0,0,0,6,14,0,54498,3846,95,434,3412,24848,822,20,122,700,14720,891,21,50,841,6516,753,19,72,681,4018,663,13,45,618,4396,717,22,145,572,992,589,403,523,214,165,66,16,8,0
2020-10-11,268395,157585,8593,2385,1438,108,8593,3189,2184,1431,673,792,324,6298,1303,1253,50,6,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,44,21,0,0,0,0,0,0,0,0,0,6,17,0,54818,3921,89,471,3450,24877,733,14,114,619,14826,964,29,61,903,6609,811,15,90,721,4076,682,13,53,629,4430,731,18,153,578,992,589,403,523,214,165,66,16,8,0
2020-10-12,269232,158054,8630,837,469,37,8630,3191,2205,1436,680,794,324,6309,1329,1274,55,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,50,23,0,0,0,0,0,0,0,0,0,7,20,0,55507,4277,94,506,3771,25081,789,19,113,676,15044,1127,35,66,1061,6728,893,14,115,778,4164,738,12,56,682,4490,730,14,156,574,992,589,403,523,214,165,66,16,8,0
2020-10-13,270757,158948,8712,1525,894,82,8712,3196,2230,1454,690,815,327,6325,1395,1329,66,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,60,30,0,0,0,0,0,0,0,0,0,7,23,0,56411,4885,110,541,4344,25253,856,26,116,740,15282,1288,39,66,1222,6968,1114,14,123,991,4307,847,11,67,780,4601,780,20,169,611,992,589,403,523,214,165,66,16,8,0
2020-10-14,273839,160725,8878,3082,1777,166,8878,3206,2269,1492,711,869,331,6349,1537,1465,72,8,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,64,30,0,0,0,0,0,0,0,0,0,10,24,0,57193,5301,103,585,4716,25465,969,20,129,840,15519,1402,37,65,1337,7103,1234,14,129,1105,4449,932,11,86,846,4657,764,21,176,588,992,589,403,523,214,165,66,16,8,0
2020-10-15,276513,162176,9018,2674,1451,140,9018,3224,2311,1517,743,892,331,6362,1664,1594,70,9,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,61,29,0,0,0,0,0,0,0,0,0,8,24,0,58083,5711,108,618,5093,25644,1031,19,134,897,15915,1716,44,77,1639,7261,1351,15,145,1206,4554,925,9,93,832,4709,688,21,169,519,992,589,403,523,214,165,66,16,8,0
2020-10-16,278711,163367,9133,2198,1191,115,9133,3226,2361,1534,760,920,332,6387,1754,1671,83,10,3,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,31,0,0,0,72,31,0,0,0,0,0,0,0,0,0,13,28,0,58570,5712,112,662,5050,25729,973,21,151,822,16103,1841,46,91,1750,7370,1351,16,156,1195,4595,890,8,96,794,4773,657,21,168,489,992,589,403,523,214,165,66,16,8,0
2020-10-17,280905,164588,9254,2194,1221,121,9254,3251,2396,1553,776,941,337,6400,1862,1775,87,10,3,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,32,0,0,0,76,31,0,0,0,0,0,0,0,0,0,12,33,0,59627,6156,119,765,5391,25960,1049,23,186,863,16502,2069,48,109,1960,7527,1403,17,185,1218,4725,932,8,97,835,4913,703,23,188,515,995,592,403,523,215,165,66,17,9,3
2020-10-18,283447,166250,9458,2542,1662,204,9458,3276,2456,1639,790,950,347,6418,2045,1944,101,13,5,5,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,35,0,0,0,0,35,0,0,0,86,29,0,0,0,0,0,0,0,0,2,13,42,0,60314,6348,152,833,5515,26086,1007,45,210,797,16786,2296,55,119,2177,7740,1494,22,211,1283,4762,862,7,100,762,4940,689,23,193,496,995,592,403,523,215,165,66,17,9,0
2020-10-19,284664,166944,9556,1217,694,98,9556,3289,2513,1655,794,955,350,6443,2118,2005,113,16,7,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,38,0,0,0,96,27,4,0,2,1,0,0,1,3,3,17,38,0,60998,6490,165,886,5604,26293,1049,51,209,840,17018,2332,60,126,2206,7903,1589,26,242,1347,4786,805,7,101,704,4998,715,21,208,507,996,593,403,523,215,165,66,18,9,1
2020-10-20,286546,167857,9645,1882,913,89,9645,3305,2534,1680,800,972,354,6467,2182,2064,118,19,7,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,3,0,0,38,0,0,0,0,38,0,0,0,95,28,4,0,0,0,0,0,2,5,2,16,38,0,61915,6787,184,924,5863,26556,1192,56,210,982,17292,2440,69,133,2307,8085,1593,32,242,1351,4885,798,5,123,675,5097,764,22,216,548,997,593,404,523,215,165,66,19,9,1
2020-10-21,289086,169343,9871,2540,1486,226,9871,3331,2570,1733,836,1039,362,6497,2377,2243,134,19,6,8,0,0,0,0,0,0,5,0,0,8,0,0,0,0,2,0,0,0,6,0,0,30,0,0,0,0,30,0,0,0,107,30,3,0,0,0,0,0,3,11,3,17,40,0,63051,7082,192,933,6149,26960,1454,55,193,1261,17605,2432,68,142,2290,8305,1565,39,248,1317,4982,825,6,130,695,5199,806,24,220,586,998,594,404,523,216,165,66,19,9,1
2020-10-22,292862,171050,10192,3776,1707,321,10192,3371,2646,1855,894,1062,364,6570,2624,2472,152,19,6,8,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,8,0,0,44,0,0,0,0,44,0,0,0,125,28,5,0,5,0,2,0,4,14,7,19,41,0,64041,7296,209,1006,6290,27183,1571,50,213,1358,18009,2490,82,185,2305,8491,1602,40,255,1347,5064,797,8,132,665,5294,836,29,221,615,1000,595,405,524,216,165,66,20,9,2
2020-10-23,297179,173274,10645,4317,2224,453,10645,3413,2738,1982,964,1173,375,6596,3049,2875,174,22,6,11,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,9,0,0,46,0,0,0,0,46,0,0,0,143,30,6,0,5,0,2,0,5,21,9,21,44,0,65005,7588,216,1089,6499,27441,1617,49,260,1357,18334,2644,85,199,2445,8652,1610,45,266,1344,5173,812,8,136,676,5405,905,29,228,677,1001,595,406,524,216,165,67,20,9,1
2020-10-24,299892,174895,10919,2713,1621,274,10919,3445,2861,2039,1001,1197,376,6619,3299,3098,201,23,5,13,0,0,0,0,0,0,5,0,0,13,0,0,0,0,2,0,0,0,11,0,0,46,0,0,0,0,46,0,0,0,167,30,13,0,8,1,1,0,6,20,14,21,53,0,65005,7296,209,1006,6290,27183,1571,50,213,1358,18009,2490,82,185,2305,8491,1602,40,255,1347,5064,797,8,132,665,5294,836,29,221,615,1003,596,407,524,216,165,67,22,9,2
2020-10-25,303279,177287,11440,3387,2392,521,11440,3477,2982,2172,1094,1335,380,6711,3726,3499,227,26,6,15,0,0,0,0,0,0,5,0,0,33,0,0,6,0,4,0,0,0,14,9,0,46,0,0,0,0,46,0,0,0,168,30,13,0,15,0,2,0,7,18,15,19,49,0,66175,7243,248,1159,6084,27663,1442,44,273,1169,18862,2560,104,247,2313,8941,1626,56,274,1352,5253,773,11,137,636,5456,842,33,228,614,1004,597,407,524,216,165,67,23,9,1
2020-10-26,304340,178313,11678,1061,1026,238,11678,3496,3132,2197,1109,1353,391,6752,3922,3669,253,26,5,16,0,0,0,0,0,0,5,0,0,40,0,0,6,0,6,0,0,0,18,10,0,54,2,4,0,0,48,0,0,0,187,29,22,0,23,2,1,0,7,19,16,19,49,0,67305,7821,272,1230,6591,27868,1499,49,285,1214,19388,2847,122,266,2581,9146,1781,57,310,1471,5355,824,13,140,684,5548,870,31,229,641,1006,599,407,524,216,165,67,25,9,2
2020-10-27,307045,179841,12058,2705,1528,380,12058,3524,3265,2306,1132,1417,414,6827,4225,3947,278,28,6,17,0,0,0,0,0,0,5,0,0,30,0,0,1,0,0,0,0,0,19,10,0,55,3,4,0,0,48,0,0,0,220,30,28,0,24,6,0,0,11,30,17,19,55,0,68571,8428,295,1329,7099,28166,1591,52,301,1290,19778,3073,130,302,2771,9439,1948,60,332,1616,5508,887,17,160,727,5680,929,36,234,695,1008,601,407,524,216,165,68,26,9,2
2020-10-28,310091,181572,12409,3046,1731,351,12409,3568,3390,2376,1184,1458,433,6875,4526,4244,282,32,7,17,0,0,2,0,0,0,6,0,0,49,9,0,6,0,0,0,0,0,24,10,0,64,9,7,0,0,48,0,0,0,201,30,27,0,20,10,1,0,2,21,15,20,55,0,70017,8800,351,1294,7506,28563,1591,59,284,1307,20266,3124,162,296,2828,9673,2100,72,318,1782,5719,1050,19,176,874,5796,935,39,220,715,1009,601,408,524,216,165,68,27,9,1
2020-10-29,314006,183944,13095,3915,2372,686,13095,3630,3548,2581,1330,1550,456,6950,5136,4850,286,39,8,18,0,0,3,2,0,0,8,0,0,52,0,0,8,4,0,0,2,0,28,10,0,78,12,18,0,0,48,0,0,0,195,32,17,0,20,8,5,0,2,27,14,18,52,0,71613,9524,371,1142,8382,28830,1715,44,244,1471,20871,3413,192,264,3149,10094,2357,74,290,2067,5960,1128,24,140,988,5858,911,37,204,707,1013,602,411,525,218,166,68,27,9,4
2020-10-30,317571,185912,13619,3565,1968,524,13619,3674,3768,2698,1379,1612,488,6965,5641,5340,301,39,8,18,0,0,3,1,0,0,8,0,1,81,10,0,12,7,0,0,3,12,27,10,0,96,14,34,0,0,48,0,0,0,181,23,22,0,27,8,5,0,2,18,11,16,49,0,73107,9478,402,1077,8401,29095,1544,43,216,1328,21521,3621,215,254,3367,10377,2304,83,281,2023,6158,1088,25,136,952,5956,921,36,190,731,1019,605,414,526,219,166,69,30,9,6
